Nome da Embarca__o;N_mero de Inscri__o no RGP (PPP ou RAEP);N_mero de Inscri__o na Marinha do Brasil;AB;Comprimento;Propuls_o;HP;Capacidade do Por_o;Volume do Tanque;Tripula__o;N_mero de Covos;Status;UF;N_mero da Frota;C_digo IN;Petrecho;Ano de Constru__o
TAINA;SC00188311;4430163677;3,1;7;Motor;10;;;;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2002
TAINA;SC00197008;4420222301;1,5;7,2;Motor;18;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2002
TAINA;SC00253129;4451111463;0,6;7,3;Motor;5;;;2;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;2009
TAINA;SC00246980;4430474257;1,3;6,8;Motor;11;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2007
TAIN_;RJ00121129;387M2007000178;;5,5;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;2006
TAIN_;SC00192510;442M2007005351;;5,5;Motor;13;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2007
TAIN_;SC00198816;441M2010002668;;4;Remo;;;;2;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;2007
TAINA I;PR00082776;4211501127;0,5;7;Motor;7;;;2;;Deferida;PR;3.02.002;3.9;3. Rede de Arrasto;1995
TAINA I;CE00037005;161M2005001033;;7,29;Vela;;;;5;80;Deferida;CE;5.01.004;5.3;5. Armadilha;2005
TAINA II;SC00229454;4418904000;0,6;6,11;Motor;10;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2012
TAIN_ IV;SC00174778;442M2008004869;;4;Motor;4;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2008
TAINANN;PE00031975;2210149037;;6;Vela;;;;2;60;Deferida;PE;5.01.004;5.3;5. Armadilha;2000
TAINARA;SC00201806;4420205997;1,8;7,4;Motor;;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2005
TAINARA;RJ00130044;387M2011003606;;5,5;Motor;6,5;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;2009
TAINARA;PR00287226;421M2008001071;;6,4;Remo;;;;2;;Deferida;PR;6.04.001;null;6. Diversificada;2006
TAINARA;SC00174856;442M2007003064;;4,4;Remo;;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2007
TAINARA II;PR00116690;421M2010001313;;6,4;Remo;;;;2;;Deferida;PR;6.04.001;null;6. Diversificada;2009
TAINARA III;SC00162547;442M2007004842;2;4,5;Remo;;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2007
TAINARA MAR;CE00269168;1630039837;1,2;6,65;Vela;;;;4;;Deferida;CE;2.02.002;2.5;2. Rede de Emalhe;2002
TAINHA;RJ00148905;384M2009001564;;8;Motor;10;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;1974
TAINHA;SC00170210;441M2010001017;;6;Remo;;;;2;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;2009
TAINHA;ES00190146;341M2012006211;;5,14;Motor;;;;2;;Deferida;ES;6.03.001;6.6;6. Diversificada;2011
TAINHA;RJ00207210;387M2001003983;;5;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;1990
TAINHA;MA00201368;1210138697;1;6,82;Motor;11;;200;2;;Deferida;MA;2.04.002;2.10;2. Rede de Emalhe;2012
TAINHA;RJ00147291;3868895027;15,05;12,65;Motor;60;;;2;;Deferida;RJ;1.02.002;1.7;1. Linha;2010
TAINHA;PR00172434;4211496743;;6,2;Remo;;;;2;;Deferida;PR;6.04.001;null;6. Diversificada;2005
TAINHA I;RJ00147287;386M2012001308;;5;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;1983
TAINHA I;SC00257145;441M2015000801;;5,2;Motor;7;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2014
TAINHA I;RJ00082754;3860002741;3,5;8;Motor;10;;;1;;Deferida;RJ;3.02.002;3.9;3. Rede de Arrasto;1973
TAINHA I;SC00162275;441M2011003389;;7;Remo;;;;4;;Deferida;SC;6.08.001;6.8;6. Diversificada;1978
TAINHA II;RJ00183077;387M2010002171;;5;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;2008
TAINHA II;AL00266246;241M2016000319;;5,3;Motor;13;;;3;;Deferida;AL;6.03.003;6.5;6. Diversificada;2014
TAINHEIRA;SC00171910;442M2006002327;;5,5;Remo;;;;2;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;2005
TAINHEIRA;RJ00214347;387M2010002332;0,4;5,5;Remo;;0,15;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;2005
TAINHEIRA;SC00174250;443M2008002169;;3,3;Remo;;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2003
TAINHEIRO;RJ00209456;387M2010003410;;4,85;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;2005
TAIOMAR;SC00156976;442M2007002203;;4,8;Motor;5,5;;;;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2007
TAIPAN VI;SP00082738;4010578211;3,2;9;Motor;11;;;3;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;1986
TAIS;BA00232947;3420045361;3,7;7,6;Motor;18;;;4;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;1989
TA_S;SC00222970;4420003197;1,4;6,5;Motor;15;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2001
TAISE;SC00060490;4410168550;3,1;8,8;Motor;18;;30;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;1998
TAISE;RN00262186;1810055717;3,4;7,65;Motor;18;;;3;;Deferida;RN;2.02.002;2.5;2. Rede de Emalhe;2004
TAISE I;SC00167857;441M2008005365;;5,3;Remo;;;;7;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;2008
TAIS II;SP00295925;4030247407;0,7;8;Motor;8;;;;;Deferida;SP;6.03.001;6.6;6. Diversificada;2007
Taissa;PR00148715;421M2006003073;;7;Remo;;;;2;;Deferida;PR;6.04.001;null;6. Diversificada;2006
TAIWAN I;RJ00045300;3870062215;10;11;Motor;225;;2000;2;;Deferida;RJ;1.06.001;1.14;1. Linha;2002
TAIZ;RN00031987;181M2007002451;0,5;4,4;Vela;;;;3;30;Deferida;RN;5.01.004;5.3;5. Armadilha;2001
TAKARA;RJ00045386;3830102704;9,9;11,65;Motor;74;;;1;;Deferida;RJ;2.04.001;2.4;2. Rede de Emalhe;2004
TAKE ME NOW;RJ00082698;3860008641;1;6,6;Motor;13;;;2;;Deferida;RJ;3.02.002;3.9;3. Rede de Arrasto;1986
TAKIOH;SP00310596;401M2012014282;;6;Motor;10;;;1;;Deferida;SP;6.03.001;6.6;6. Diversificada;2012
TALENTO;SC00226094;442M2006004796;;7;Motor;18;;;;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2006
TALHAMAR;SC00238307;441M2004000053;;5;Motor;15;;;;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2003
TALHAMAR;SC00317220;4430486085;1;6,3;Motor;11;;;3;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2009
TALHA MAR;SC00178276;4420222671;2,6;8;Motor;11;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2009
TALHA MAR;SC00183807;442M2005004885;;4,9;Remo;;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2005
TALHA MAR BRANCO;SC00282928;4418911103;1;6,5;Motor;12;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2014
TALHA MAR I;RJ00118498;3410148957;15,1;12,65;Motor;110;;3000;6;;Deferida;RJ;1.06.003;1.12;1. Linha;1999
TALHA MAR II;PR00082670;4211497715;1,6;8,15;Motor;5;;;1;;Deferida;PR;3.02.002;3.9;3. Rede de Arrasto;2005
TALHAMAR III;SC00318278;441M2017005497;1;5,2;Motor;6,5;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2017
TALHAMAR III;SC00281956;4451116732;1;6,32;Motor;16,5;;;3;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2015
TALIA;SC00172146;442M2006001282;;5;Motor;;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2002
TALIA;RJ00166455;387M2004000631;;5;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;2003
TALIA;CE00036077;161M2004000240;;8,38;Vela;;;;5;110;Deferida;CE;5.01.004;5.3;5. Armadilha;2004
TALIA;SC00305727;441M2017004580;1;5,65;Motor;8;;;;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2014
TALIA I;MA00198056;1210110474;4,4;8,7;Motor;18;;250;3;;Deferida;MA;2.04.002;2.10;2. Rede de Emalhe;2000
TALIA I;SC00147241;442M2006002491;;7;Motor;11;;;1;;Deferida;SC;3.02.002;3.9;3. Rede de Arrasto;2006
TALINE STAR;CE00117720;1630038121;3;9,2;Vela;;;;5;110;Deferida;CE;5.01.004;5.3;5. Armadilha;2000
TALISMA;SC00247228;443M2014005508;;6,5;Motor;15;;;4;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2014
TALISMA;PR00290297;421M2004002344;;5,32;Remo;;;;1;;Deferida;PR;6.04.001;null;6. Diversificada;1999
TALISMA;SC00067340;4410165615;4,9;8,5;Motor;10;4,1;;2;;Deferida;SC;3.02.002;3.9;3. Rede de Arrasto;1995
TALISMA;PA00297609;220104727;13;14,3;Motor;61;;400;2;;Deferida;PA;2.04.004;2.12;2. Rede de Emalhe;2009
TALISMA;SC00326895;4420237589;1,9;9,2;Motor;60;;;;;Deferida;SC;4.01.002;4.4;4. Rede de Cerco;2019
TALISMA;SC00082668;4420167955;1,8;7,4;Motor;11;0,6;400;2;;Deferida;SC;3.02.002;3.9;3. Rede de Arrasto;1991
TALISM_;PE00115368;2930020750;10,5;11,5;Motor;90;;2000;6;300;Deferida;PE;5.01.001;5.1;5. Armadilha;2001
TALISM_;SC00340999;4420231653;1,4;6;Motor;18;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2014
TALISM_ G;SC00176868;443M2015005591;0,5;5,5;Remo;;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2002
TALISMA I;RN00025246;2010053290;8;9,45;Motor;72;;;6;220;Deferida;RN;5.01.003;5.2;5. Armadilha;1982
TALISM_ I;PA00103497;210321458;7;13,2;Motor;22;;;3;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;2009
TALISMA II;AL00249910;2410126847;0,4;7,78;Motor;50;;;3;;Deferida;AL;3.02.005;3.5;3. Rede de Arrasto;1982
TALISM_ II;PA00132656;210994673;6;11;Motor;49;;;2;;Deferida;PA;1.03.004;1.5;1. Linha;2011
TALISM_ II;MA00231961;1210140918;7;10,05;Motor;45;;;;;Deferida;MA;2.04.002;2.10;2. Rede de Emalhe;2012
TALISM_ II;MA00276249;1210143178;4;8,7;Motor;18;;;;;Deferida;MA;2.04.002;2.10;2. Rede de Emalhe;2013
TALISMA III;AL00229666;2420128401;3;8;Motor;36;;;3;;Deferida;AL;3.02.005;3.5;3. Rede de Arrasto;1995
TALISM_ III;PR00041048;4211509586;1;7,37;Motor;10;;15;3;;Deferida;PR;6.03.004;6.7;6. Diversificada;2004
TALISM_ III;PA00229938;211002879;7;11;Motor;49;;;2;;Deferida;PA;1.03.004;1.5;1. Linha;2010
TALISMAN MAR;CE00033685;1630033481;1,9;8,1;Vela;;;;4;110;Deferida;CE;5.01.004;5.3;5. Armadilha;1992
TALISON;BA00207380;2930020954;2,2;7,4;Motor;18;;25;3;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;2001
TALISSON;ES00109151;341M2011001201;;5;Remo;;;;2;;Deferida;ES;6.03.001;6.6;6. Diversificada;2011
TALITA;ES00145721;341M2008003107;;4,8;Remo;;;;2;;Deferida;ES;6.03.001;6.6;6. Diversificada;2008
TALITA;BA00224278;2930001844;2,1;7,45;Motor;18;;;3;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;1980
TALITA;SC00174130;441M2010002307;;5;Motor;4;;;5;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2007
TALITA;SC00068814;4410172298;3;9,4;Motor;24;;;6;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2000
TALITA;SC00285080;4418905502;0,8;7,52;Motor;11;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;1984
TALITA EMANUEL;SC00340639;4430501823;1;6,1;Motor;8;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2021
TALITA I;SC00218507;4450098617;0,6;5,73;Motor;11;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2007
TALITA I;SC00264704;443M2015003246;;4,95;Remo;;;;2;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;2014
TALITA II;RJ00339796;386M2023000093;;5,4;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;2006
TALITA II;CE00038887;1630042846;7,4;9,02;Motor;54;;3955;5;;Deferida;CE;5.01.006;5.9;5. Armadilha;2002
TALITA II;CE00036081;161M2004000355;;6,15;Vela;;;;5;80;Deferida;CE;5.01.004;5.3;5. Armadilha;1999
TALITA IV;CE00031999;1620020840;1;6,33;Vela;;;;5;80;Deferida;CE;5.01.004;5.3;5. Armadilha;1995
TALITA LAURA;BA00207556;2930011459;3;8,2;Motor;18;;30;;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;2006
TALITA PARIS;SC00345449;442M2023002769;;5,8;Motor;15;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2010
TALITA V;PR00114428;421M2010002051;;5,26;Remo;;;;2;;Deferida;PR;6.04.001;null;6. Diversificada;2008
TALITA V;SC00288128;4430482098;1,3;7,5;Motor;60;;;2;;Deferida;SC;3.02.002;3.9;3. Rede de Arrasto;2000
TALITA VII;SC00167517;442M2006003072;;4,7;Remo;;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2005
TALITA X;SC00153686;442M2008000871;;4,6;Remo;;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2007
TALLES;BA00230465;3430034639;4,3;8,6;Motor;60;;;4;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;1981
TALLES I;SC00129807;4210203122;9;9,9;Motor;90;;;3;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;1983
TALLES II;BA00273917;2820081568;10;10,95;Motor;11;;;2;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;2005
TAMANDAR_;PA00274387;211009105;3;10;Motor;49;;;2;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;2012
TAMANDAR_ I;RJ00157878;3820091025;0,4;4,5;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;1985
TAMANINI;SC00208888;4420189266;0,4;5;Motor;15;;;4;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;1999
TAMANINI I;SC00307991;443M2017003700;0,5;6;Motor;15;;;;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;1987
TAMAR;RJ00191036;387M2002000453;;5;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;2002
TAMARA;SC00300699;441M2010002404;;7;Remo;;;;5;;Deferida;SC;6.08.001;6.8;6. Diversificada;2010
TAMARA FILHA;AP00199890;220079218;4,98;11;Motor;36;;1500;1;;Deferida;AP;2.04.004;2.12;2. Rede de Emalhe;2008
TAMARA IV;CE00036095;161M2009000207;;4,35;Vela;;;;3;30;Deferida;CE;5.01.004;5.3;5. Armadilha;1999
TAMARES;SP00338700;4039148932;1,1;5,6;Motor;8;0,78;;1;;Deferida;SP;6.03.001;6.6;6. Diversificada;2017
TAMBA;PB00037029;2010075820;2,5;7,3;Motor;18;;50;6;160;Deferida;PB;5.01.001;5.1;5. Armadilha;1997
TAMBA-III;RJ00158058;383M2001004322;;4,9;Motor;15;;;1;;Deferida;RJ;6.03.001;6.6;6. Diversificada;1993
TAMBAU I;RN00025260;1820021041;7;9,5;Motor;51;;3000;5;250;Deferida;RN;5.01.001;5.1;5. Armadilha;1977
TAMBO_;SC00171338;441M2003001017;;4,7;Motor;15;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2000
TAMIRES;CE00286766;161M2016000193;;4;Vela;;;;;;Deferida;CE;2.02.002;2.5;2. Rede de Emalhe;2008
TAMIRES;SP00082648;4010802731;2,2;8,5;Motor;18;;;1;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;1995
TAMIRES I;CE00284858;162M2013000120;;4,27;Vela;;;;;;Deferida;CE;2.02.002;2.5;2. Rede de Emalhe;2009
TAMIRES XII;SC00345235;4451120829;1;6,83;Motor;11;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2023
TAMIRIS;SP00082634;4420107499;0,77;7,28;Motor;10;;;1;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;1974
TAMO JUNTO;ES00125289;3420043007;3,2;7,4;Motor;52;;300;4;;Deferida;ES;1.06.001;1.14;1. Linha;1987
TAMPINHA I;CE00007006;1630037656;36;16,5;Motor;110;;8056;11;;Deferida;CE;1.09.002;1.9;1. Linha;2000
TAMPINHA II;CE00339900;1630048364;29;13,7;Motor;108;;5000;9;;Deferida;CE;1.03.005;1.6;1. Linha;2019
TAMY Y;SC00045540;4010745967;54;17,5;Motor;195;;14479;4;;Deferida;SC;3.08.001;3.11;3. Rede de Arrasto;1995
TANBE;SC00039739;4010140747;44,96;20,5;Motor;250;;16000;4;;Deferida;SC;3.03.001;3.6;3. Rede de Arrasto;1970
TANB_ I;SC00098917;4010588373;88;21,94;Motor;320;;40000;4;;Deferida;SC;3.03.001;3.6;3. Rede de Arrasto;1986
TANCINHA;SC00158304;4450097751;0,5;5,6;Motor;50;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2005
TANCREDI STELLA MARINA;SP00165159;4010815582;2,1;7;Motor;22;;;1;;Deferida;SP;2.04.001;2.4;2. Rede de Emalhe;2005
TANDE I;SP00082620;4410168860;4,2;10;Motor;45;;;4;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;1998
TANDIARA;SC00328579;4430110638;2,1;7,04;Motor;18;;;;;Deferida;SC;4.01.002;4.4;4. Rede de Cerco;2000
TANGAR_ I;RN00205338;1820051552;20;12,5;Motor;90;;4500;7;;Deferida;RN;1.10.001;1.17;1. Linha;2011
TANGARA II;RN00025274;1820023389;13,9;12;Motor;90;;2000;5;300;Deferida;RN;5.01.001;5.1;5. Armadilha;1988
TANIA;SC00259217;441M2014006671;;4,9;Motor;15;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2014
TANIA;RJ00147995;386M2011001391;;4,57;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;1995
TANIA;SC00328625;441M2021004661;1;6,2;Motor;15;;;;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2020
TANIA ALVES I;BA00182107;2930024682;2,1;7,6;Motor;18;;50;;;Deferida;BA;6.03.001;6.6;6. Diversificada;2006
Tania II;RN00127887;182M2008000150;;5;Vela;;;;3;30;Deferida;RN;5.01.004;5.3;5. Armadilha;1999
TANIA II;SC00175760;4430057800;4,9;9,3;Motor;180;;;3;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;1979
TANIA II;CE00032005;161M2005000720;;5,15;Vela;;;;4;60;Deferida;CE;5.01.004;5.3;5. Armadilha;2002
TANIA IV;SC00238477;4420211296;2,7;8,25;Motor;11;;;2;;Deferida;SC;4.01.002;4.4;4. Rede de Cerco;2008
TANIA MAR II;SC00060510;4410152459;1,7;8,05;Motor;24;1,8;24;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;1988
TAPAJOS;SP00082618;4030148263;2,9;7;Motor;18;;;2;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;1986
TAPAJOS I;SP00082606;4030192271;3,53;8;Motor;18;;;2;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;1987
TAPERA;SC00196268;442M2006002432;;4,5;Remo;;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2006
TAPERINHA;SC00321559;4418924655;1;5,65;Motor;5;0,57;;3;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2015
TAQUARI I;RJ00302817;386M2016000573;;6,4;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;2014
TAQUARINHAS I;SC00180711;443M2003001626;;6,7;;;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2005
TARADA I;SC00060524;4410173651;19;14,1;Motor;115;;;6;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2001
TARADA II;SC00179870;4660008975;19;14,9;Motor;140;;;6;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;1988
TARIRI;RJ00065988;3826674081;5;9,86;Motor;40,5;;;;;Deferida;RJ;2.01.004;null;2. Rede de Emalhe;2009
TARP_O;PR00167225;421M2006001267;;4,4;Remo;;;;1;;Deferida;PR;6.04.001;null;6. Diversificada;2004
TARPON;RJ00118538;2930031204;9,4;11,5;Motor;90;;;6;;Deferida;RJ;1.06.003;1.12;1. Linha;2007
TARRAFA;PE00239955;2210134609;4,3;8;Motor;11;;;3;;Deferida;PE;5.01.006;5.9;5. Armadilha;1997
TARTARUGA FLUTUANTE;CE00328971;163M2021000115;;5,24;Motor;24;;;3;;Deferida;CE;1.03.005;1.6;1. Linha;2010
TARTARUGA I;RJ00118576;383M2013002117;0,4;3,3;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;1984
TARTARUGA I;RJ00164125;4030098100;7,9;9,8;Motor;60;;;4;;Deferida;RJ;3.02.002;3.9;3. Rede de Arrasto;1978
TARTARUGA X;SC00281336;4450094166;0,6;4,98;Remo;;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;1996
TARTARUGUERO;SE00260666;2610016948;5;8,72;Motor;60;;;5;;Deferida;SE;1.06.003;1.12;1. Linha;1996
TARTIGRADO;BA00213151;2820080936;6,6;9,2;Motor;18;;;2;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;2002
TA RUIM MAIS TA BOM;SC00319586;4410460692;2;7,3;Motor;10;0,6;;3;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;2005
TAS TOLA;SC00323827;441M2018001025;1;6,7;Motor;9;;;2;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;2010
TATA E LUIZ;RJ00189181;381M2014002047;0,1;6,1;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;2013
TATATA II;SC00256685;4418897305;0,9;6,3;Motor;9;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2008
TATHI M;SC00045554;4010745959;54;17,5;Motor;195;;14479;4;;Deferida;SC;3.08.001;3.11;3. Rede de Arrasto;1995
TATI;ES00098385;3420049889;0,2;6;Remo;;;;2;;Deferida;ES;6.03.001;6.6;6. Diversificada;1996
TATIANA;RJ00208408;383M2013002311;;5;Motor;8;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;2011
TATIANA;CE00032017;161M2007002561;;4,43;Vela;;;;3;30;Deferida;CE;5.01.004;5.3;5. Armadilha;1999
TATIANA F;SC00013127;4430105464;106;26,38;Motor;425;;24000;17;;Deferida;SC;4.01.005;4.2;4. Rede de Cerco;1995
TATIANA I;BA00026686;2410124763;5,1;8,5;Motor, Vela;;;3328;5;200;Deferida;BA;5.01.004;5.3;5. Armadilha;1980
TATIANA I;SP00082598;4030147968;3,9;9;Motor;10;;;2;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;1986
TATIANA II;CE00032029;1630038628;7;10,17;Motor;72;;5273;5;250;Deferida;CE;5.01.001;5.1;5. Armadilha;2001
TATIANA III;CE00267388;1610063244;2;6,9;Vela;;;;5;;Deferida;CE;1.03.005;1.6;1. Linha;2002
TATIANA IV;CE00248796;161M2009001319;;5,54;Motor, Vela;10;;;4;;Deferida;CE;2.02.002;2.5;2. Rede de Emalhe;1999
TATIANA LU;SP00241536;401M2006001679;;5;Motor;15;;;1;;Deferida;SP;6.03.001;6.6;6. Diversificada;2005
TATIANE;ES00147927;3410232044;21,8;13,9;Motor;120;;;9;;Deferida;ES;1.02.001;1.3;1. Linha;2000
TATIANE;SC00167691;4420222972;2,6;9,06;Motor;18;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2010
TATIANE II;RN00033697;1830055127;1,7;6,2;Vela;;;;3;80;Deferida;RN;5.01.003;5.2;5. Armadilha;1993
TATIANE III;SC00181165;4430093415;4,76;10,18;Motor;45;;250;2;;Deferida;SC;4.01.002;4.4;4. Rede de Cerco;1989
TATIANI;SC00176198;441M2007002277;;5,1;Remo;;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2007
TATI NANDA;SC00274597;4418913530;1;4,42;Motor;8;;;;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2012
TATI-RO-SU;BA00209730;2810261121;5;9,5;Motor;18;;;1;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;1999
TATU;SC00295697;441M2001020801;;4,21;Motor;5;;;1;;Deferida;SC;6.03.004;6.7;6. Diversificada;1997
TATU;SC00321191;442M2015006110;2;5;Remo;;;;1;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;2015
TATUI;RJ00166107;3850010201;0,3;5,36;Motor;3,5;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;1995
TATUI;RJ00263158;3870043717;2,7;8;Motor;15;;;2;;Deferida;RJ;1.02.002;1.7;1. Linha;1980
TATU_;RJ00130248;387M2011004173;;5,6;Motor;7,5;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;2010
TATUI 2;PA00283750;211017931;3;7;Motor;18;;;2;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;2012
TATUI 3;PA00283714;211017973;4;7;Motor;16;;;2;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;2014
TATU_ DO CARLOS;RJ00142237;387M2012000216;0,3;4;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;2008
TATUI I;ES00115806;3410146881;2;7,5;Motor;;;;3;;Deferida;ES;6.03.001;6.6;6. Diversificada;1997
TATUI I;PA00283764;211017965;6;9;Motor;18;;;2;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;2013
Tatuira;SP00141111;4030208703;0,7;5,88;Motor;15;;;2;;Deferida;SP;6.03.001;6.6;6. Diversificada;1997
TATUIRA;SC00190658;443M2012003548;;4,98;Motor;15;;15;3;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2011
TATUIRA;SC00194664;441M2013003095;;4,2;Remo;;;;2;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;2013
TATUIRA;SP00082098;4210178713;2,2;7;Motor;18;;;1;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;1979
TATUIRA;SC00320371;4418923021;2;7,6;Motor;18;;;;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2018
TATUIRA;RS00147077;4610070502;14;12,74;Motor;118;;3500;4;;Deferida;RS;2.08.001;2.13;2. Rede de Emalhe;1986
TATU_RA;SC00338728;441M2022005055;1;5,59;Motor;13;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2022
